LAT,LON,YEAR,MO,DY,PRECTOTCORR
18.5,73.125,2025,5,8,14.23
18.5,73.75,2025,5,8,8.88
18.5,74.375,2025,5,8,3.13
19,71.875,2025,5,8,7.54
19,72.5,2025,5,8,14.91
19,73.125,2025,5,8,16
19,73.75,2025,5,8,11.22
19,74.375,2025,5,8,4.8
19.5,71.875,2025,5,8,6.62
19.5,72.5,2025,5,8,13.32
19.5,73.125,2025,5,8,14.5
19.5,73.75,2025,5,8,11.36
19.5,74.375,2025,5,8,5.26
20,71.875,2025,5,8,7.43
20,72.5,2025,5,8,10.7
20,73.125,2025,5,8,12.21
20,73.75,2025,5,8,9.41
20,74.375,2025,5,8,4.42
18.5,71.875,2025,5,9,8.54
18.5,72.5,2025,5,9,10.67
18.5,73.125,2025,5,9,9.66
18.5,73.75,2025,5,9,7.86
18.5,74.375,2025,5,9,5.24
19,71.875,2025,5,9,8.12
19,72.5,2025,5,9,12.26
19,73.125,2025,5,9,9.76
19,73.75,2025,5,9,10.26
19,74.375,2025,5,9,7.84
19.5,71.875,2025,5,9,7.21
19.5,72.5,2025,5,9,11.81
19.5,73.125,2025,5,9,9.92
19.5,73.75,2025,5,9,12.64
19.5,74.375,2025,5,9,9.81
20,71.875,2025,5,9,7.79
20,72.5,2025,5,9,9.56
20,73.125,2025,5,9,9.22
20,73.75,2025,5,9,12.7
20,74.375,2025,5,9,9.17
18.5,71.875,2025,5,10,3.21
18.5,72.5,2025,5,10,4.56
18.5,73.125,2025,5,10,2.92
18.5,73.75,2025,5,10,1.84
18.5,74.375,2025,5,10,1.06
19,71.875,2025,5,10,3.12
19,72.5,2025,5,10,4.66
19,73.125,2025,5,10,3.14
19,73.75,2025,5,10,1.79
19,74.375,2025,5,10,1.36
19.5,71.875,2025,5,10,2.96
19.5,72.5,2025,5,10,4.47
19.5,73.125,2025,5,10,3.33
19.5,73.75,2025,5,10,2.29
19.5,74.375,2025,5,10,2.23
20,71.875,2025,5,10,3.2
20,72.5,2025,5,10,4.58
20,73.125,2025,5,10,3.74
20,73.75,2025,5,10,3.34
20,74.375,2025,5,10,2.97
18.5,71.875,2025,5,11,3.22
18.5,72.5,2025,5,11,5.02
18.5,73.125,2025,5,11,3.09
18.5,73.75,2025,5,11,0.97
18.5,74.375,2025,5,11,0.46
19,71.875,2025,5,11,2.51
19,72.5,2025,5,11,3.4
19,73.125,2025,5,11,2.27
19,73.75,2025,5,11,1.18
19,74.375,2025,5,11,1.07
19.5,71.875,2025,5,11,1.83
19.5,72.5,2025,5,11,2.05
19.5,73.125,2025,5,11,1.56
19.5,73.75,2025,5,11,1.58
19.5,74.375,2025,5,11,1.63
20,71.875,2025,5,11,1.17
20,72.5,2025,5,11,1.24
20,73.125,2025,5,11,0.98
20,73.75,2025,5,11,1.56
20,74.375,2025,5,11,1.55
18.5,71.875,2025,5,12,1.69
18.5,72.5,2025,5,12,2.81
18.5,73.125,2025,5,12,2.13
18.5,73.75,2025,5,12,2.74
18.5,74.375,2025,5,12,2.6
19,71.875,2025,5,12,1.62
19,72.5,2025,5,12,2.72
19,73.125,2025,5,12,1.69
19,73.75,2025,5,12,3.05
19,74.375,2025,5,12,3.37
19.5,71.875,2025,5,12,2.01
19.5,72.5,2025,5,12,3.4
19.5,73.125,2025,5,12,3.14
19.5,73.75,2025,5,12,5.29
19.5,74.375,2025,5,12,4.99
20,71.875,2025,5,12,2.93
20,72.5,2025,5,12,4.71
20,73.125,2025,5,12,5.73
20,73.75,2025,5,12,6.99
20,74.375,2025,5,12,5.33
18.5,71.875,2025,5,13,1.75
18.5,72.5,2025,5,13,5.28
18.5,73.125,2025,5,13,7.73
18.5,73.75,2025,5,13,11.94
18.5,74.375,2025,5,13,9.51
19,71.875,2025,5,13,1.71
19,72.5,2025,5,13,4.94
19,73.125,2025,5,13,8.18
19,73.75,2025,5,13,11.24
19,74.375,2025,5,13,8.57
19.5,71.875,2025,5,13,2.12
19.5,72.5,2025,5,13,4.99
19.5,73.125,2025,5,13,7.84
19.5,73.75,2025,5,13,10.23
19.5,74.375,2025,5,13,8.4
20,71.875,2025,5,13,2.96
20,72.5,2025,5,13,6.52
20,73.125,2025,5,13,8.32
20,73.75,2025,5,13,11.51
20,74.375,2025,5,13,10.32
18.5,71.875,2025,5,14,1.02
18.5,72.5,2025,5,14,2.37
18.5,73.125,2025,5,14,3.66
18.5,73.75,2025,5,14,8.37
18.5,74.375,2025,5,14,5.22
19,71.875,2025,5,14,0.91
19,72.5,2025,5,14,2.52
19,73.125,2025,5,14,5.56
19,73.75,2025,5,14,10.31
19,74.375,2025,5,14,6.93
19.5,71.875,2025,5,14,0.82
19.5,72.5,2025,5,14,1.64
19.5,73.125,2025,5,14,5.03
19.5,73.75,2025,5,14,9.06
19.5,74.375,2025,5,14,7.2
20,71.875,2025,5,14,0.81
20,72.5,2025,5,14,0.88
20,73.125,2025,5,14,3.05
20,73.75,2025,5,14,5.85
20,74.375,2025,5,14,6.46
18.5,71.875,2025,5,15,0.55
18.5,72.5,2025,5,15,1.92
18.5,73.125,2025,5,15,3.05
18.5,73.75,2025,5,15,2.29
18.5,74.375,2025,5,15,0.44
19,71.875,2025,5,15,0.38
19,72.5,2025,5,15,1.17
19,73.125,2025,5,15,3.36
19,73.75,2025,5,15,1.78
19,74.375,2025,5,15,0.42
19.5,71.875,2025,5,15,0.48
19.5,72.5,2025,5,15,0.64
19.5,73.125,2025,5,15,2.11
19.5,73.75,2025,5,15,1.02
19.5,74.375,2025,5,15,0.37
20,71.875,2025,5,15,1.01
20,72.5,2025,5,15,0.91
20,73.125,2025,5,15,1.62
20,73.75,2025,5,15,0.52
20,74.375,2025,5,15,0.22
18.5,71.875,2025,5,16,1.95
18.5,72.5,2025,5,16,2.29
18.5,73.125,2025,5,16,2.93
18.5,73.75,2025,5,16,7.11
18.5,74.375,2025,5,16,5.88
19,71.875,2025,5,16,1.18
19,72.5,2025,5,16,1.5
19,73.125,2025,5,16,2.52
19,73.75,2025,5,16,5.2
19,74.375,2025,5,16,4.08
19.5,71.875,2025,5,16,0.68
19.5,72.5,2025,5,16,0.9
19.5,73.125,2025,5,16,1.44
19.5,73.75,2025,5,16,3.06
19.5,74.375,2025,5,16,2.7
20,71.875,2025,5,16,0.35
20,72.5,2025,5,16,0.46
20,73.125,2025,5,16,0.73
20,73.75,2025,5,16,1.74
20,74.375,2025,5,16,1.78
18.5,71.875,2025,5,17,1.88
18.5,72.5,2025,5,17,2.89
18.5,73.125,2025,5,17,3.1
18.5,73.75,2025,5,17,2.78
18.5,74.375,2025,5,17,1.4
19,71.875,2025,5,17,1.59
19,72.5,2025,5,17,2.9
19,73.125,2025,5,17,4.57
19,73.75,2025,5,17,3.73
19,74.375,2025,5,17,2.22
19.5,71.875,2025,5,17,1.32
19.5,72.5,2025,5,17,2.2
19.5,73.125,2025,5,17,4.43
19.5,73.75,2025,5,17,3.1
19.5,74.375,2025,5,17,2.18
20,71.875,2025,5,17,0.69
20,72.5,2025,5,17,1.18
20,73.125,2025,5,17,2.48
20,73.75,2025,5,17,1.63
20,74.375,2025,5,17,1.48
18.5,71.875,2025,5,18,0.14
18.5,72.5,2025,5,18,1.65
18.5,73.125,2025,5,18,3.02
18.5,73.75,2025,5,18,2.89
18.5,74.375,2025,5,18,3.38
19,71.875,2025,5,18,0.1
19,72.5,2025,5,18,1.22
19,73.125,2025,5,18,3.56
19,73.75,2025,5,18,3.82
19,74.375,2025,5,18,6.72
19.5,71.875,2025,5,18,0.09
19.5,72.5,2025,5,18,0.66
19.5,73.125,2025,5,18,2.23
19.5,73.75,2025,5,18,3.21
19.5,74.375,2025,5,18,8.46
20,71.875,2025,5,18,0.07
20,72.5,2025,5,18,0.3
20,73.125,2025,5,18,0.89
20,73.75,2025,5,18,1.62
20,74.375,2025,5,18,6.64
18.5,71.875,2025,5,19,12.54
18.5,72.5,2025,5,19,16.23
18.5,73.125,2025,5,19,13.45
18.5,73.75,2025,5,19,13.8
18.5,74.375,2025,5,19,13.85
19,71.875,2025,5,19,10.15
19,72.5,2025,5,19,16.72
19,73.125,2025,5,19,9.43
19,73.75,2025,5,19,10.48
19,74.375,2025,5,19,14.02
19.5,71.875,2025,5,19,6.88
19.5,72.5,2025,5,19,12.23
19.5,73.125,2025,5,19,6.71
19.5,73.75,2025,5,19,7.83
19.5,74.375,2025,5,19,12.58
20,71.875,2025,5,19,3.98
20,72.5,2025,5,19,7.41
20,73.125,2025,5,19,3.87
20,73.75,2025,5,19,5.01
20,74.375,2025,5,19,9.1
18.5,71.875,2025,5,20,4.22
18.5,72.5,2025,5,20,13.37
18.5,73.125,2025,5,20,19.09
18.5,73.75,2025,5,20,32.16
18.5,74.375,2025,5,20,20.55
19,71.875,2025,5,20,4.69
19,72.5,2025,5,20,15.61
19,73.125,2025,5,20,28.04
19,73.75,2025,5,20,36.57
19,74.375,2025,5,20,25.33
19.5,71.875,2025,5,20,4.73
19.5,72.5,2025,5,20,14.23
19.5,73.125,2025,5,20,28.06
19.5,73.75,2025,5,20,37.43
19.5,74.375,2025,5,20,29.69
20,71.875,2025,5,20,2.78
20,72.5,2025,5,20,9.01
20,73.125,2025,5,20,21.02
20,73.75,2025,5,20,30.65
20,74.375,2025,5,20,24.7
18.5,71.875,2025,5,21,8.05
18.5,72.5,2025,5,21,8.85
18.5,73.125,2025,5,21,9.95
18.5,73.75,2025,5,21,18.35
18.5,74.375,2025,5,21,22.23
19,71.875,2025,5,21,7.13
19,72.5,2025,5,21,7.57
19,73.125,2025,5,21,11.29
19,73.75,2025,5,21,15.17
19,74.375,2025,5,21,15.24
19.5,71.875,2025,5,21,5.69
19.5,72.5,2025,5,21,5.18
19.5,73.125,2025,5,21,9.45
19.5,73.75,2025,5,21,13.69
19.5,74.375,2025,5,21,13.34
20,71.875,2025,5,21,3.61
20,72.5,2025,5,21,2.8
20,73.125,2025,5,21,5.6
20,73.75,2025,5,21,10.82
20,74.375,2025,5,21,13.31
18.5,71.875,2025,5,22,10.98
18.5,72.5,2025,5,22,16.91
18.5,73.125,2025,5,22,23.5
18.5,73.75,2025,5,22,24.61
18.5,74.375,2025,5,22,14.67
19,71.875,2025,5,22,8.45
19,72.5,2025,5,22,12.48
19,73.125,2025,5,22,16.94
19,73.75,2025,5,22,13.37
19,74.375,2025,5,22,8.01
19.5,71.875,2025,5,22,6.8
19.5,72.5,2025,5,22,9.32
19.5,73.125,2025,5,22,10.95
19.5,73.75,2025,5,22,8.61
19.5,74.375,2025,5,22,5.12
20,71.875,2025,5,22,5.72
20,72.5,2025,5,22,6.77
20,73.125,2025,5,22,6.83
20,73.75,2025,5,22,6.04
20,74.375,2025,5,22,3.18
18.5,71.875,2025,5,23,11.54
18.5,72.5,2025,5,23,11.79
18.5,73.125,2025,5,23,10.83
18.5,73.75,2025,5,23,20.13
18.5,74.375,2025,5,23,25.46
19,71.875,2025,5,23,9.17
19,72.5,2025,5,23,8.45
19,73.125,2025,5,23,5.02
19,73.75,2025,5,23,9.31
19,74.375,2025,5,23,14.23
19.5,71.875,2025,5,23,7.45
19.5,72.5,2025,5,23,6.06
19.5,73.125,2025,5,23,3.3
19.5,73.75,2025,5,23,4.4
19.5,74.375,2025,5,23,7.44
20,71.875,2025,5,23,6.97
20,72.5,2025,5,23,4.31
20,73.125,2025,5,23,2.64
20,73.75,2025,5,23,2.12
20,74.375,2025,5,23,3.81
18.5,71.875,2025,5,24,45.8
18.5,72.5,2025,5,24,58.07
18.5,73.125,2025,5,24,53.15
18.5,73.75,2025,5,24,34.22
18.5,74.375,2025,5,24,49.2
19,71.875,2025,5,24,43.2
19,72.5,2025,5,24,52.43
19,73.125,2025,5,24,31.52
19,73.75,2025,5,24,21.92
19,74.375,2025,5,24,36.05
19.5,71.875,2025,5,24,32.24
19.5,72.5,2025,5,24,38.21
19.5,73.125,2025,5,24,21.28
19.5,73.75,2025,5,24,11.97
19.5,74.375,2025,5,24,19.3
20,71.875,2025,5,24,20.02
20,72.5,2025,5,24,22.02
20,73.125,2025,5,24,12.61
20,73.75,2025,5,24,5.52
20,74.375,2025,5,24,7.4
18.5,71.875,2025,5,25,11.28
18.5,72.5,2025,5,25,37.46
18.5,73.125,2025,5,25,73.76
18.5,73.75,2025,5,25,62.15
18.5,74.375,2025,5,25,32.19
19,71.875,2025,5,25,10.78
19,72.5,2025,5,25,28.25
19,73.125,2025,5,25,68.55
19,73.75,2025,5,25,51.17
19,74.375,2025,5,25,27.64
19.5,71.875,2025,5,25,9.69
19.5,72.5,2025,5,25,17.33
19.5,73.125,2025,5,25,40.24
19.5,73.75,2025,5,25,31.89
19.5,74.375,2025,5,25,19.77
20,71.875,2025,5,25,8.16
20,72.5,2025,5,25,9.43
20,73.125,2025,5,25,17.7
20,73.75,2025,5,25,14.46
20,74.375,2025,5,25,10.71
18.5,71.875,2025,5,26,18.93
18.5,72.5,2025,5,26,55.98
18.5,73.125,2025,5,26,93.57
18.5,73.75,2025,5,26,75.58
18.5,74.375,2025,5,26,28.25
19,71.875,2025,5,26,17.46
19,72.5,2025,5,26,51.65
19,73.125,2025,5,26,100.34
19,73.75,2025,5,26,67.9
19,74.375,2025,5,26,21.32
19.5,71.875,2025,5,26,13.9
19.5,72.5,2025,5,26,37.63
19.5,73.125,2025,5,26,73.97
19.5,73.75,2025,5,26,45.99
19.5,74.375,2025,5,26,11.76
20,71.875,2025,5,26,10.01
20,72.5,2025,5,26,21.15
20,73.125,2025,5,26,43.49
20,73.75,2025,5,26,24.18
20,74.375,2025,5,26,5.3
18.5,71.875,2025,5,27,5.66
18.5,72.5,2025,5,27,18.79
18.5,73.125,2025,5,27,31.69
18.5,73.75,2025,5,27,31.51
18.5,74.375,2025,5,27,28.72
19,71.875,2025,5,27,5.85
19,72.5,2025,5,27,17.9
19,73.125,2025,5,27,33.64
19,73.75,2025,5,27,36.83
19,74.375,2025,5,27,39.67
19.5,71.875,2025,5,27,6.24
19.5,72.5,2025,5,27,16.87
19.5,73.125,2025,5,27,27.67
19.5,73.75,2025,5,27,34.37
19.5,74.375,2025,5,27,37.97
20,71.875,2025,5,27,5.72
20,72.5,2025,5,27,14.04
20,73.125,2025,5,27,20.81
20,73.75,2025,5,27,24.32
20,74.375,2025,5,27,25.15
18.5,71.875,2025,5,28,13.52
18.5,72.5,2025,5,28,15.14
18.5,73.125,2025,5,28,13.75
18.5,73.75,2025,5,28,9.42
18.5,74.375,2025,5,28,4.26
19,71.875,2025,5,28,11.61
19,72.5,2025,5,28,14.29
19,73.125,2025,5,28,13.21
19,73.75,2025,5,28,9.72
19,74.375,2025,5,28,4.53
19.5,71.875,2025,5,28,9.12
19.5,72.5,2025,5,28,11.15
19.5,73.125,2025,5,28,12.37
19.5,73.75,2025,5,28,9.76
19.5,74.375,2025,5,28,5.01
20,71.875,2025,5,28,6.47
20,72.5,2025,5,28,7.24
20,73.125,2025,5,28,9.41
20,73.75,2025,5,28,7.78
20,74.375,2025,5,28,4.33
18.5,71.875,2025,5,29,7.72
18.5,72.5,2025,5,29,12.19
18.5,73.125,2025,5,29,14.4
18.5,73.75,2025,5,29,9.5
18.5,74.375,2025,5,29,6.53
19,71.875,2025,5,29,7.1
19,72.5,2025,5,29,12.37
19,73.125,2025,5,29,10.94
19,73.75,2025,5,29,8.54
19,74.375,2025,5,29,6.25
19.5,71.875,2025,5,29,5.63
19.5,72.5,2025,5,29,10.36
19.5,73.125,2025,5,29,9.65
19.5,73.75,2025,5,29,8.48
19.5,74.375,2025,5,29,5.94
20,71.875,2025,5,29,3.7
20,72.5,2025,5,29,6.69
20,73.125,2025,5,29,7.46
20,73.75,2025,5,29,6.86
20,74.375,2025,5,29,4.69
18.5,71.875,2025,5,30,1.84
18.5,72.5,2025,5,30,2.82
18.5,73.125,2025,5,30,3.96
18.5,73.75,2025,5,30,0.64
18.5,74.375,2025,5,30,0.09
19,71.875,2025,5,30,1.6
19,72.5,2025,5,30,2.55
19,73.125,2025,5,30,1.1
19,73.75,2025,5,30,0.04
19,74.375,2025,5,30,0.03
19.5,71.875,2025,5,30,1.12
19.5,72.5,2025,5,30,1.98
19.5,73.125,2025,5,30,0.79
19.5,73.75,2025,5,30,0
19.5,74.375,2025,5,30,0
20,71.875,2025,5,30,0.65
20,72.5,2025,5,30,1.25
20,73.125,2025,5,30,0.52
20,73.75,2025,5,30,0
20,74.375,2025,5,30,0
18.5,71.875,2025,5,31,1.8
18.5,72.5,2025,5,31,3.15
18.5,73.125,2025,5,31,5.02
18.5,73.75,2025,5,31,1.78
18.5,74.375,2025,5,31,0.28
19,71.875,2025,5,31,1.4
19,72.5,2025,5,31,2.74
19,73.125,2025,5,31,2.77
19,73.75,2025,5,31,1.02
19,74.375,2025,5,31,0.19
19.5,71.875,2025,5,31,0.95
19.5,72.5,2025,5,31,2.1
19.5,73.125,2025,5,31,1.63
19.5,73.75,2025,5,31,0.56
19.5,74.375,2025,5,31,0.1
20,71.875,2025,5,31,0.52
20,72.5,2025,5,31,1.15
20,73.125,2025,5,31,0.74
20,73.75,2025,5,31,0.24
20,74.375,2025,5,31,0.04
18.5,71.875,2025,6,1,3.48
18.5,72.5,2025,6,1,8.44
18.5,73.125,2025,6,1,10.09
18.5,73.75,2025,6,1,5.88
18.5,74.375,2025,6,1,1.63
19,71.875,2025,6,1,2.47
19,72.5,2025,6,1,7.04
19,73.125,2025,6,1,7.89
19,73.75,2025,6,1,4.8
19,74.375,2025,6,1,1.34
19.5,71.875,2025,6,1,1.34
19.5,72.5,2025,6,1,4.43
19.5,73.125,2025,6,1,5.4
19.5,73.75,2025,6,1,3.13
19.5,74.375,2025,6,1,0.84
20,71.875,2025,6,1,0.57
20,72.5,2025,6,1,1.96
20,73.125,2025,6,1,2.53
20,73.75,2025,6,1,1.36
20,74.375,2025,6,1,0.32
18.5,71.875,2025,6,2,2.08
18.5,72.5,2025,6,2,5.18
18.5,73.125,2025,6,2,6.44
18.5,73.75,2025,6,2,3.53
18.5,74.375,2025,6,2,0.88
19,71.875,2025,6,2,1.98
19,72.5,2025,6,2,5.27
19,73.125,2025,6,2,5.06
19,73.75,2025,6,2,3.09
19,74.375,2025,6,2,0.83
19.5,71.875,2025,6,2,1.65
19.5,72.5,2025,6,2,4.31
19.5,73.125,2025,6,2,4.64
19.5,73.75,2025,6,2,2.6
19.5,74.375,2025,6,2,0.66
20,71.875,2025,6,2,1.35
20,72.5,2025,6,2,2.9
20,73.125,2025,6,2,3.25
20,73.75,2025,6,2,1.57
20,74.375,2025,6,2,0.33
18.5,71.875,2025,6,3,1.94
18.5,72.5,2025,6,3,7.29
18.5,73.125,2025,6,3,9.63
18.5,73.75,2025,6,3,6.5
18.5,74.375,2025,6,3,1.37
19,71.875,2025,6,3,1.91
19,72.5,2025,6,3,7.98
19,73.125,2025,6,3,11.28
19,73.75,2025,6,3,7.99
19,74.375,2025,6,3,1.63
19.5,71.875,2025,6,3,1.65
19.5,72.5,2025,6,3,7.01
19.5,73.125,2025,6,3,11.32
19.5,73.75,2025,6,3,7.26
19.5,74.375,2025,6,3,1.36
20,71.875,2025,6,3,1.17
20,72.5,2025,6,3,4.9
20,73.125,2025,6,3,8.23
20,73.75,2025,6,3,5
20,74.375,2025,6,3,0.96
18.5,71.875,2025,6,4,0.82
18.5,72.5,2025,6,4,3.72
18.5,73.125,2025,6,4,4.92
18.5,73.75,2025,6,4,5.06
18.5,74.375,2025,6,4,2.1
19,71.875,2025,6,4,0.79
19,72.5,2025,6,4,4.08
19,73.125,2025,6,4,6.15
19,73.75,2025,6,4,5.92
19,74.375,2025,6,4,2.3
19.5,71.875,2025,6,4,0.83
19.5,72.5,2025,6,4,3.92
19.5,73.125,2025,6,4,6.42
19.5,73.75,2025,6,4,5.58
19.5,74.375,2025,6,4,2.06
20,71.875,2025,6,4,0.88
20,72.5,2025,6,4,3.48
20,73.125,2025,6,4,5.28
20,73.75,2025,6,4,4.41
20,74.375,2025,6,4,1.77
18.5,71.875,2025,6,5,1.96
18.5,72.5,2025,6,5,3.8
18.5,73.125,2025,6,5,3.57
18.5,73.75,2025,6,5,3.27
18.5,74.375,2025,6,5,2.3
19,71.875,2025,6,5,2.15
19,72.5,2025,6,5,5.25
19,73.125,2025,6,5,3.75
19,73.75,2025,6,5,5.16
19,74.375,2025,6,5,3.79
19.5,71.875,2025,6,5,2.19
19.5,72.5,2025,6,5,6.04
19.5,73.125,2025,6,5,6.02
19.5,73.75,2025,6,5,8.79
19.5,74.375,2025,6,5,5.84
20,71.875,2025,6,5,2.52
20,72.5,2025,6,5,5.1
20,73.125,2025,6,5,7.24
20,73.75,2025,6,5,9.33
20,74.375,2025,6,5,5.93
18.5,71.875,2025,6,6,3.17
18.5,72.5,2025,6,6,8.09
18.5,73.125,2025,6,6,9.73
18.5,73.75,2025,6,6,12.28
18.5,74.375,2025,6,6,8.3
19,71.875,2025,6,6,2.85
19,72.5,2025,6,6,9.21
19,73.125,2025,6,6,11.87
19,73.75,2025,6,6,12.37
19,74.375,2025,6,6,7.23
19.5,71.875,2025,6,6,2.22
19.5,72.5,2025,6,6,8.03
19.5,73.125,2025,6,6,12.31
19.5,73.75,2025,6,6,12.29
19.5,74.375,2025,6,6,6.67
20,71.875,2025,6,6,1.9
20,72.5,2025,6,6,4.89
20,73.125,2025,6,6,9.58
20,73.75,2025,6,6,9.32
20,74.375,2025,6,6,5.03
18.5,71.875,2025,6,7,3.65
18.5,72.5,2025,6,7,10.83
18.5,73.125,2025,6,7,15.17
18.5,73.75,2025,6,7,12.15
18.5,74.375,2025,6,7,4.61
19,71.875,2025,6,7,2.85
19,72.5,2025,6,7,8.27
19,73.125,2025,6,7,15.46
19,73.75,2025,6,7,11.19
19,74.375,2025,6,7,4.38
19.5,71.875,2025,6,7,1.97
19.5,72.5,2025,6,7,5.04
19.5,73.125,2025,6,7,10.46
19.5,73.75,2025,6,7,8.15
19.5,74.375,2025,6,7,3.72
20,71.875,2025,6,7,1.33
20,72.5,2025,6,7,2.32
20,73.125,2025,6,7,4.91
20,73.75,2025,6,7,5.17
20,74.375,2025,6,7,2.72
18.5,71.875,2025,6,8,0.29
18.5,72.5,2025,6,8,0.26
18.5,73.125,2025,6,8,0.26
18.5,73.75,2025,6,8,0.34
18.5,74.375,2025,6,8,0.23
19,71.875,2025,6,8,0.29
19,72.5,2025,6,8,0.6
19,73.125,2025,6,8,0.57
19,73.75,2025,6,8,0.51
19,74.375,2025,6,8,0.23
19.5,71.875,2025,6,8,0.4
19.5,72.5,2025,6,8,0.67
19.5,73.125,2025,6,8,0.87
19.5,73.75,2025,6,8,0.68
19.5,74.375,2025,6,8,0.26
20,71.875,2025,6,8,0.63
20,72.5,2025,6,8,0.5
20,73.125,2025,6,8,0.87
20,73.75,2025,6,8,0.39
20,74.375,2025,6,8,0.12
18.5,71.875,2025,6,9,0.17
18.5,72.5,2025,6,9,0.35
18.5,73.125,2025,6,9,0.8
18.5,73.75,2025,6,9,0.32
18.5,74.375,2025,6,9,0.14
19,71.875,2025,6,9,0.16
19,72.5,2025,6,9,0.28
19,73.125,2025,6,9,0.19
19,73.75,2025,6,9,0.02
19,74.375,2025,6,9,0.01
19.5,71.875,2025,6,9,0.14
19.5,72.5,2025,6,9,0.31
19.5,73.125,2025,6,9,0.16
19.5,73.75,2025,6,9,0.01
19.5,74.375,2025,6,9,0
20,71.875,2025,6,9,0.1
20,72.5,2025,6,9,0.23
20,73.125,2025,6,9,0.08
20,73.75,2025,6,9,0
20,74.375,2025,6,9,0
18.5,71.875,2025,6,10,1.72
18.5,72.5,2025,6,10,1.08
18.5,73.125,2025,6,10,0.83
18.5,73.75,2025,6,10,0.09
18.5,74.375,2025,6,10,0.01
19,71.875,2025,6,10,1.43
19,72.5,2025,6,10,0.91
19,73.125,2025,6,10,0.41
19,73.75,2025,6,10,0
19,74.375,2025,6,10,0
19.5,71.875,2025,6,10,1.51
19.5,72.5,2025,6,10,0.85
19.5,73.125,2025,6,10,0.55
19.5,73.75,2025,6,10,0
19.5,74.375,2025,6,10,0
20,71.875,2025,6,10,2.77
20,72.5,2025,6,10,1.1
20,73.125,2025,6,10,0.98
20,73.75,2025,6,10,0
20,74.375,2025,6,10,0
18.5,71.875,2025,6,11,7.12
18.5,72.5,2025,6,11,5.23
18.5,73.125,2025,6,11,4.35
18.5,73.75,2025,6,11,4.42
18.5,74.375,2025,6,11,7.43
19,71.875,2025,6,11,7.67
19,72.5,2025,6,11,4.58
19,73.125,2025,6,11,2.94
19,73.75,2025,6,11,4.12
19,74.375,2025,6,11,9.23
19.5,71.875,2025,6,11,8.54
19.5,72.5,2025,6,11,4.4
19.5,73.125,2025,6,11,3.53
19.5,73.75,2025,6,11,3.33
19.5,74.375,2025,6,11,7.41
20,71.875,2025,6,11,11.71
20,72.5,2025,6,11,5.34
20,73.125,2025,6,11,3.72
20,73.75,2025,6,11,1.74
20,74.375,2025,6,11,3.71
18.5,71.875,2025,6,12,16.53
18.5,72.5,2025,6,12,15.84
18.5,73.125,2025,6,12,15.38
18.5,73.75,2025,6,12,18.5
18.5,74.375,2025,6,12,16.28
19,71.875,2025,6,12,17.5
19,72.5,2025,6,12,14.8
19,73.125,2025,6,12,14.24
19,73.75,2025,6,12,19.34
19,74.375,2025,6,12,19.35
19.5,71.875,2025,6,12,15.95
19.5,72.5,2025,6,12,11.62
19.5,73.125,2025,6,12,14.14
19.5,73.75,2025,6,12,18.75
19.5,74.375,2025,6,12,20.26
20,71.875,2025,6,12,17.03
20,72.5,2025,6,12,9.67
20,73.125,2025,6,12,11.05
20,73.75,2025,6,12,14.05
20,74.375,2025,6,12,16.05
18.5,71.875,2025,6,13,10.98
18.5,72.5,2025,6,13,16.55
18.5,73.125,2025,6,13,25.56
18.5,73.75,2025,6,13,28.77
18.5,74.375,2025,6,13,17.2
19,71.875,2025,6,13,10.46
19,72.5,2025,6,13,17.63
19,73.125,2025,6,13,25.31
19,73.75,2025,6,13,27.37
19,74.375,2025,6,13,14.92
19.5,71.875,2025,6,13,13.24
19.5,72.5,2025,6,13,22.29
19.5,73.125,2025,6,13,28.99
19.5,73.75,2025,6,13,27.26
19.5,74.375,2025,6,13,12.28
20,71.875,2025,6,13,19.6
20,72.5,2025,6,13,25.8
20,73.125,2025,6,13,33.29
20,73.75,2025,6,13,24.47
20,74.375,2025,6,13,9.29
18.5,71.875,2025,6,14,29.12
18.5,72.5,2025,6,14,26.93
18.5,73.125,2025,6,14,33.98
18.5,73.75,2025,6,14,21.89
18.5,74.375,2025,6,14,7.39
19,71.875,2025,6,14,27.88
19,72.5,2025,6,14,24.5
19,73.125,2025,6,14,25.92
19,73.75,2025,6,14,20.18
19,74.375,2025,6,14,8.28
19.5,71.875,2025,6,14,22.08
19.5,72.5,2025,6,14,18.34
19.5,73.125,2025,6,14,21.02
19.5,73.75,2025,6,14,16.27
19.5,74.375,2025,6,14,7.42
20,71.875,2025,6,14,21.91
20,72.5,2025,6,14,14.86
20,73.125,2025,6,14,17.05
20,73.75,2025,6,14,10.88
20,74.375,2025,6,14,5.36
18.5,71.875,2025,6,15,39.7
18.5,72.5,2025,6,15,68.29
18.5,73.125,2025,6,15,69.77
18.5,73.75,2025,6,15,27.97
18.5,74.375,2025,6,15,7.77
19,71.875,2025,6,15,27.92
19,72.5,2025,6,15,55.13
19,73.125,2025,6,15,47.35
19,73.75,2025,6,15,23.39
19,74.375,2025,6,15,9.65
19.5,71.875,2025,6,15,17.99
19.5,72.5,2025,6,15,35.55
19.5,73.125,2025,6,15,32.21
19.5,73.75,2025,6,15,24.21
19.5,74.375,2025,6,15,13.42
20,71.875,2025,6,15,13.21
20,72.5,2025,6,15,22.39
20,73.125,2025,6,15,22.53
20,73.75,2025,6,15,26.06
20,74.375,2025,6,15,14.61
